feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
B1,8,256,4.510916010419876,4.087008760952926,4.456650154437986,4.461139954394908,0.0,0.0,0.0,0.06700750488025609,4.02000125607267
B2,1,2,0.3428222158386358,0.307996345191869,0.06319596078607445,0.06865654807116126,0.0,0.24480038440579457,0.024793818815006065,0.2864030851876009,0.02159326000426814
B2,2,4,0.6174539498586356,0.5257250941372416,0.20081049141344065,0.20823907309077966,0.0,0.3249146027238009,0.032907929494627494,0.4444646204921026,0.08126047364513894
B2,3,8,0.9186485682132712,0.7456741545672134,0.4997842936874414,0.5110004504973527,0.0,0.245889860879772,0.024904162932171462,0.4701698004675492,0.27550435409966423
B2,4,16,1.361632304664294,1.1020818426884578,1.0235104428575514,1.0359569884604898,0.0,0.07857139983090633,0.007957851276163181,0.395356669909088,0.7067251727793697
B2,5,32,1.9671350063713469,1.633224203244124,1.7367661686233822,1.7472222478243964,0.0,0.0,0.0,0.27602093440752284,1.3572032688366011
B2,6,64,2.721549360533901,2.337176581571569,2.58109770858877,2.589325803969092,0.0,0.0,0.0,0.17088986267718376,2.1662867188943853
B2,7,128,3.5707914608312024,3.155412996012439,3.4989675487475314,3.5040984048122183,0.0,0.0,0.0,0.0883555396600757,3.067057456352363
B2,8,256,4.497592079320814,4.070664218624298,4.4566586204339105,4.461603760475937,0.0,0.0,0.0,0.05065249762180102,4.020011721002497
B3,1,2,0.3644325338428427,0.3306283405237238,0.06301263807033314,0.06769646382055586,0.0,0.26761570245339067,0.02710459485096659,0.30921462747116,0.021413713052563805
B3,2,4,0.6413708561981188,0.5522628249259078,0.19929422295012236,0.20934836534390636,0.0,0.3529686019757855,0.03574928849076785,0.47263455791039855,0.0796282670155093
